Index,Red,Green,Blue
0,771,782,1669,
1,3,14,279,
2,2,16,330,
3,6,25,438,
4,14,32,1262,
5,18,45,654,
6,14,71,5458,
7,19,109,8705,
8,18,176,6150,
9,38,289,1303,
10,20,1197,4833,
11,29,453,3357,
12,32,4852,3565,
13,36,7748,1781,
14,50,6530,2827,
15,30,999,2447,
16,12,4620,2822,
17,30,3240,1815,
18,36,3154,2302,
19,108,1391,1920,
20,57,2409,1863,
21,212,1971,2136,
22,1004,2023,2117,
23,219,1799,1997,
24,4736,1526,2006,
25,8125,1631,2245,
26,6487,1471,2282,
27,947,1542,2204,
28,4976,1397,2285,
29,4439,1233,2314,
30,3111,1365,2186,
31,1407,1384,2267,
32,2436,1285,2178,
33,2399,1402,2161,
34,2319,1488,2212,
35,1281,1395,2135,
36,1495,1448,2044,
37,1276,1755,1798,
38,1681,1751,1804,
39,1202,1708,1649,
40,1191,1780,1641,
41,1316,1919,1561,
42,1449,1775,1572,
43,1631,1804,1485,
44,1270,1944,1458,
45,1163,1883,1309,
46,1154,1822,1394,
47,1245,1895,1260,
48,1579,1932,1297,
49,1234,1949,1302,
50,1108,1965,1130,
51,1234,1826,1133,
52,1378,1990,1215,
53,1736,1935,1244,
54,1251,1831,1181,
55,1400,1811,1097,
56,1538,1734,1208,
57,1533,1536,1110,
58,1880,1660,1185,
59,1608,1519,1172,
60,1484,1514,1213,
61,1678,1502,1156,
62,1707,1523,1318,
63,1850,1357,1368,
64,1431,1273,1388,
65,1574,1207,1351,
66,1873,1214,1248,
67,1719,1214,1485,
68,1920,1191,1506,
69,1779,1220,1413,
70,1990,1218,1241,
71,2112,1266,1491,
72,2139,1187,1523,
73,2327,1197,1645,
74,2325,1186,1347,
75,2764,1194,1524,
76,2838,1157,1502,
77,2897,1265,1556,
78,2975,1235,1836,
79,3343,1249,1574,
80,3451,1319,1691,
81,3415,1311,1531,
82,3524,1394,1660,
83,3531,1533,2003,
84,4053,1757,1829,
85,3909,1746,1561,
86,3931,2016,1763,
87,4087,2019,1922,
88,3984,2322,2009,
89,5122,2094,1818,
90,4872,2206,1964,
91,5188,2406,2235,
92,5050,2265,2481,
93,5402,2124,2829,
94,7170,1967,2891,
95,5880,1900,3101,
96,6579,2097,4068,
97,6625,2120,4596,
98,5937,1957,3499,
99,11345,5820,8328,
100,5996,1738,4212,
101,6207,2258,4637,
102,5421,1731,5113,
103,5087,1845,5423,
104,6548,1676,4745,
105,4697,1803,4693,
106,4379,1796,5912,
107,4269,1847,6184,
108,3991,1954,5521,
109,4825,1928,5368,
110,3378,2062,5766,
111,3102,2195,6419,
112,2872,2249,7383,
113,2841,2469,5846,
114,2670,2864,5733,
115,2288,3444,5866,
116,2185,3315,6211,
117,1995,4893,4897,
118,2744,6034,4207,
119,1752,4064,4838,
120,3815,6887,5471,
121,4346,10308,5953,
122,4242,13109,4507,
123,1460,8869,8629,
124,7505,15745,11387,
125,13729,8659,9919,
126,12220,5601,3507,
127,1504,5758,7518,
128,4762,5887,2563,
129,1842,5559,1326,
130,1158,5973,971,
131,844,5877,665,
132,813,5274,703,
133,690,4863,703,
134,787,5363,744,
135,848,4324,481,
136,656,4239,588,
137,557,4156,643,
138,585,3444,513,
139,644,3130,687,
140,641,2752,571,
141,454,2601,656,
142,493,2169,535,
143,482,1867,700,
144,490,1564,515,
145,525,1393,599,
146,444,1223,494,
147,446,1013,386,
148,419,1047,499,
149,530,876,449,
150,418,792,370,
151,386,689,293,
152,382,667,332,
153,387,657,279,
154,485,588,242,
155,421,630,268,
156,361,614,273,
157,359,596,229,
158,386,581,229,
159,478,558,234,
160,327,570,248,
161,372,584,169,
162,345,525,163,
163,363,450,198,
164,429,462,178,
165,306,432,215,
166,315,391,191,
167,301,373,174,
168,390,320,154,
169,375,312,176,
170,291,279,192,
171,267,298,129,
172,271,270,109,
173,363,253,116,
174,288,286,108,
175,264,234,99,
176,303,254,105,
177,255,235,80,
178,343,222,78,
179,258,214,72,
180,225,221,85,
181,243,207,63,
182,238,201,55,
183,339,189,61,
184,245,220,45,
185,219,186,61,
186,254,213,50,
187,259,170,58,
188,293,158,47,
189,227,169,41,
190,257,165,51,
191,234,167,46,
192,315,152,29,
193,272,152,41,
194,257,158,36,
195,236,161,31,
196,230,156,27,
197,302,129,34,
198,246,137,31,
199,219,135,28,
200,198,150,23,
201,214,112,33,
202,321,122,18,
203,252,132,34,
204,208,96,31,
205,207,94,21,
206,174,77,15,
207,281,97,20,
208,181,77,16,
209,218,83,16,
210,212,93,18,
211,180,74,18,
212,249,73,16,
213,165,75,16,
214,187,70,15,
215,167,67,10,
216,189,52,7,
217,182,51,16,
218,168,45,9,
219,141,57,12,
220,159,53,8,
221,186,49,11,
222,150,46,15,
223,128,50,8,
224,120,34,12,
225,112,38,7,
226,153,34,8,
227,97,32,8,
228,76,25,1,
229,112,30,4,
230,104,34,4,
231,143,41,6,
232,93,23,11,
233,109,27,2,
234,72,22,5,
235,96,15,2,
236,83,25,4,
237,76,28,4,
238,50,23,2,
239,70,18,4,
240,77,29,2,
241,59,26,1,
242,50,16,2,
243,51,22,3,
244,53,9,0,
245,79,21,2,
246,51,15,1,
247,47,19,2,
248,44,12,0,
249,33,16,4,
250,42,12,0,
251,39,13,1,
252,43,16,1,
253,50,10,2,
254,30,12,0,
255,635,169,8,
Means,94.03,96.06,83.32
STD,39.83,45.23,43.03
