Index,Red,Green,Blue
0,767,768,939,
1,0,0,37,
2,0,1,53,
3,0,0,43,
4,0,1,78,
5,1,1,57,
6,1,2,82,
7,0,4,122,
8,0,4,148,
9,0,7,175,
10,1,9,116,
11,1,8,171,
12,0,23,168,
13,0,28,265,
14,1,39,172,
15,1,51,171,
16,0,54,221,
17,5,43,340,
18,2,96,323,
19,7,101,325,
20,5,109,337,
21,5,101,373,
22,6,129,466,
23,16,120,517,
24,23,132,483,
25,43,105,477,
26,41,112,433,
27,52,139,589,
28,95,156,521,
29,144,188,553,
30,117,242,524,
31,176,282,502,
32,253,328,640,
33,333,391,709,
34,305,381,704,
35,260,471,679,
36,249,542,770,
37,245,478,904,
38,297,483,957,
39,248,517,924,
40,246,490,859,
41,258,473,884,
42,356,410,979,
43,480,445,975,
44,514,482,1065,
45,571,464,927,
46,1035,468,1074,
47,1419,451,956,
48,1407,401,1032,
49,1620,439,1170,
50,1922,485,1310,
51,2705,398,1154,
52,2436,498,1406,
53,2657,554,1650,
54,2517,561,2073,
55,2682,541,1655,
56,4025,605,2297,
57,3121,594,2430,
58,3057,676,2201,
59,3133,777,3693,
60,3184,713,3570,
61,4512,862,3968,
62,3421,1010,3252,
63,3345,1008,5442,
64,3282,947,5223,
65,3494,1140,5387,
66,4857,1206,4116,
67,3435,1220,5383,
68,3408,1307,5284,
69,3112,1431,6155,
70,3277,1584,4120,
71,4216,1771,4946,
72,3162,1782,4188,
73,2830,2216,5042,
74,2638,2316,3840,
75,3019,2402,3864,
76,3166,2771,3196,
77,2815,3252,3396,
78,2449,3244,3442,
79,2349,3187,3773,
80,2910,3748,2913,
81,2785,3674,3283,
82,2435,3892,2936,
83,2244,3956,3788,
84,2320,4114,3191,
85,2853,3767,3120,
86,2604,3775,2911,
87,2256,3877,3021,
88,2217,3912,3423,
89,2178,4003,3557,
90,2899,3895,3211,
91,2571,3916,3017,
92,2278,3608,3179,
93,2199,3428,2971,
94,2215,3439,3283,
95,2892,3347,3330,
96,2335,3204,3432,
97,2181,2924,3038,
98,2055,3071,3090,
99,5611,5944,6349,
100,3432,3690,3323,
101,2776,3327,3576,
102,1843,2550,2757,
103,1976,2689,2595,
104,2404,2610,2692,
105,2171,2495,2798,
106,2093,2446,2656,
107,1880,2525,2616,
108,1736,2506,2443,
109,2375,2587,2723,
110,2182,2732,2696,
111,1987,2724,2566,
112,1742,2572,2465,
113,1888,2822,2327,
114,2197,2763,2572,
115,2190,2650,2563,
116,1787,2695,2437,
117,1853,2552,2475,
118,1842,2792,2422,
119,2358,2608,2580,
120,2077,2510,2408,
121,1769,2608,2437,
122,1786,2491,2214,
123,1816,2551,2232,
124,2578,2396,2140,
125,2081,2532,2181,
126,1906,2419,2069,
127,1826,2280,2039,
128,1843,2388,1917,
129,2530,2419,1904,
130,2220,2187,1649,
131,1886,2338,1700,
132,1718,2270,1537,
133,2025,2216,1393,
134,2164,2144,1292,
135,1756,2259,1236,
136,1632,2175,1229,
137,1637,2024,1181,
138,2081,2276,1224,
139,1847,1980,1157,
140,1604,2166,1206,
141,1427,1982,1345,
142,1461,1999,1320,
143,1888,2059,1308,
144,1626,1936,1322,
145,1306,1948,1224,
146,1353,2034,1599,
147,1322,1913,1550,
148,1679,1824,1402,
149,1397,1926,1230,
150,1269,2030,1475,
151,1222,1796,1744,
152,1074,1764,1370,
153,1607,1846,1501,
154,1247,1757,1605,
155,1137,1738,1394,
156,1045,1742,1839,
157,1066,1622,2067,
158,1545,1564,1554,
159,1104,1657,1645,
160,905,1457,1927,
161,994,1502,1804,
162,984,1469,1208,
163,1386,1342,1632,
164,913,1395,1457,
165,876,1348,1558,
166,942,1226,1479,
167,843,1208,1533,
168,1223,1180,1353,
169,840,1155,1402,
170,853,1137,1183,
171,800,1072,1239,
172,946,1127,1138,
173,1153,1055,1223,
174,874,1003,979,
175,732,1020,1142,
176,992,1046,1143,
177,1221,1183,1349,
178,1068,1224,1656,
179,834,1096,1663,
180,1131,1143,1649,
181,877,1085,1546,
182,1422,1224,1739,
183,969,1250,1678,
184,1233,1284,1800,
185,942,1089,1545,
186,1170,1162,1380,
187,1687,1321,1540,
188,1217,1217,1659,
189,1044,1032,1437,
190,1024,1124,1466,
191,1290,1481,1235,
192,1733,1276,1176,
193,1012,1394,1020,
194,1422,1317,815,
195,1414,1496,702,
196,2021,1285,935,
197,1600,1493,957,
198,1838,1739,827,
199,1412,1524,877,
200,1310,1695,1244,
201,2044,1737,1053,
202,1795,1423,1762,
203,1209,1353,1217,
204,1177,1383,1404,
205,1256,1119,1028,
206,1676,874,1155,
207,1118,1225,1378,
208,897,883,922,
209,832,846,869,
210,833,790,840,
211,1015,848,625,
212,545,590,797,
213,736,731,668,
214,656,723,636,
215,545,587,451,
216,886,519,449,
217,533,669,389,
218,465,475,327,
219,467,599,354,
220,455,570,255,
221,671,550,197,
222,464,460,208,
223,542,689,198,
224,425,622,176,
225,705,583,125,
226,567,716,150,
227,603,889,138,
228,470,593,104,
229,575,847,125,
230,901,705,106,
231,808,889,106,
232,514,727,87,
233,840,1029,116,
234,908,745,74,
235,1334,1209,113,
236,925,1302,107,
237,1151,1165,66,
238,1185,1198,92,
239,1250,1441,46,
240,1822,1634,47,
241,1199,974,36,
242,1069,1271,27,
243,1142,1046,26,
244,1022,942,17,
245,1502,1118,15,
246,1043,1086,11,
247,936,576,13,
248,514,745,13,
249,778,629,11,
250,832,656,10,
251,561,545,5,
252,398,454,5,
253,565,540,7,
254,653,432,8,
255,30916,28567,148,
Means,134.17,140.31,109.78
STD,65.65,60.21,48.54
