Index,Red,Green,Blue
0,0,0,26,
1,0,0,4,
2,0,0,7,
3,0,0,3,
4,0,0,3,
5,0,0,6,
6,0,0,10,
7,0,0,13,
8,0,0,14,
9,0,0,15,
10,0,1,25,
11,0,0,21,
12,0,0,21,
13,0,0,30,
14,0,0,43,
15,0,1,31,
16,0,2,47,
17,0,1,88,
18,0,5,112,
19,0,10,83,
20,1,14,168,
21,8,96,162,
22,9,127,273,
23,31,122,315,
24,41,132,541,
25,11,152,956,
26,52,437,1260,
27,35,559,1087,
28,109,795,1191,
29,113,520,1274,
30,85,906,1936,
31,95,1174,1301,
32,142,935,1857,
33,445,1156,1615,
34,162,1252,2019,
35,753,869,1722,
36,483,974,2085,
37,513,1173,1906,
38,680,979,1837,
39,596,1187,2496,
40,590,1282,2582,
41,769,1461,2423,
42,799,1446,2336,
43,1599,1649,2809,
44,1617,1677,3161,
45,1396,1538,3012,
46,1563,1787,3186,
47,1741,1712,3166,
48,2408,1921,3110,
49,1317,1833,4371,
50,1755,2109,4466,
51,1755,2096,4156,
52,1775,2630,4308,
53,2456,2639,5722,
54,1957,2617,6061,
55,1758,2878,5102,
56,1814,3239,5158,
57,2628,2961,5159,
58,2309,3415,4884,
59,2267,3512,5217,
60,2686,3316,4624,
61,2666,3534,4062,
62,4628,4058,3997,
63,3337,3565,4196,
64,3595,3440,4279,
65,3042,3357,3809,
66,3147,3381,3864,
67,4274,3955,4080,
68,3516,3519,4190,
69,3544,3470,4543,
70,3382,3301,4433,
71,4273,3492,4531,
72,4731,3300,4489,
73,3029,3184,4569,
74,3652,3249,4601,
75,3676,3244,4001,
76,3793,3329,4239,
77,3815,3325,4233,
78,3549,2939,4310,
79,3226,3340,4309,
80,2938,3323,3840,
81,4688,3247,3515,
82,3411,3352,3338,
83,3031,3423,3915,
84,2775,3604,3262,
85,3219,3774,3165,
86,4343,3823,3050,
87,3178,3624,3311,
88,2958,3859,3446,
89,3279,3901,3247,
90,3415,3784,3155,
91,4635,3865,3315,
92,3781,3840,2939,
93,3557,3860,3453,
94,3727,3783,3866,
95,4438,3809,3680,
96,4831,3567,3630,
97,3912,3955,3735,
98,3748,3717,3804,
99,3594,3888,3282,
100,4590,3884,3208,
101,4659,3783,3104,
102,3411,4328,2775,
103,3676,4305,2953,
104,3538,3651,2800,
105,4865,3675,2723,
106,3719,3632,2382,
107,3551,3525,2625,
108,3431,3120,2187,
109,3567,3429,2265,
110,4794,3316,2027,
111,3900,3286,1956,
112,3080,2995,1973,
113,3137,3138,1974,
114,3125,2651,1965,
115,3947,2934,1787,
116,2960,2761,1594,
117,2820,2442,1634,
118,3010,2300,1654,
119,3307,2488,1492,
120,4094,2297,1474,
121,2700,2261,1437,
122,3154,2225,1604,
123,2838,2350,1467,
124,3238,2394,1457,
125,2994,2266,1417,
126,2522,2277,1484,
127,2338,2259,1484,
128,2494,2133,1626,
129,2615,2063,1494,
130,2538,1999,1594,
131,2079,2016,1562,
132,2081,2137,1887,
133,2342,2210,1713,
134,2615,1888,2018,
135,2247,1894,2068,
136,1989,1977,2518,
137,1897,2139,1994,
138,2305,1768,2083,
139,2461,1699,1967,
140,1979,1720,1582,
141,1985,1812,1768,
142,1801,1764,1441,
143,2520,1670,1291,
144,2622,1686,1047,
145,2011,1767,1049,
146,2115,1796,1084,
147,2356,1903,832,
148,2704,1865,833,
149,1754,2180,768,
150,1739,2038,657,
151,1650,2516,601,
152,1543,2214,631,
153,1855,1846,593,
154,1284,1855,467,
155,1171,1813,452,
156,1174,1303,403,
157,1139,1196,416,
158,1365,1058,346,
159,860,909,336,
160,883,828,285,
161,712,865,290,
162,825,784,268,
163,791,656,294,
164,578,580,271,
165,440,565,269,
166,493,528,292,
167,452,475,259,
168,496,468,256,
169,395,487,242,
170,381,468,243,
171,353,454,237,
172,353,461,232,
173,306,452,243,
174,278,458,228,
175,292,410,249,
176,261,387,237,
177,266,432,216,
178,248,399,279,
179,273,385,282,
180,240,431,251,
181,231,394,283,
182,284,383,286,
183,234,363,258,
184,226,364,242,
185,204,343,243,
186,222,323,267,
187,252,309,211,
188,199,367,227,
189,223,272,259,
190,214,279,229,
191,225,270,214,
192,220,249,238,
193,192,227,237,
194,190,262,165,
195,168,249,159,
196,219,250,171,
197,173,252,165,
198,153,241,165,
199,140,235,152,
200,165,223,125,
201,195,220,123,
202,171,201,124,
203,158,215,144,
204,168,220,138,
205,154,175,138,
206,178,186,106,
207,196,195,131,
208,137,190,123,
209,160,193,141,
210,132,211,133,
211,176,181,137,
212,159,175,122,
213,163,183,122,
214,151,172,116,
215,165,168,107,
216,157,170,110,
217,146,167,125,
218,141,128,150,
219,124,150,124,
220,165,171,121,
221,159,159,126,
222,155,150,120,
223,130,152,138,
224,158,162,132,
225,155,145,142,
226,145,140,132,
227,153,152,147,
228,131,156,131,
229,131,156,147,
230,180,117,151,
231,170,154,115,
232,170,136,158,
233,135,115,147,
234,137,132,143,
235,170,140,152,
236,163,147,142,
237,151,134,144,
238,141,130,128,
239,123,130,138,
240,154,134,140,
241,145,138,118,
242,155,133,145,
243,141,116,132,
244,179,136,127,
245,139,116,103,
246,144,115,123,
247,138,111,125,
248,123,126,123,
249,138,119,124,
250,149,128,95,
251,134,116,107,
252,131,101,118,
253,119,130,137,
254,142,118,168,
255,27671,25090,19122,
Means,114.47,110.55,95.27
STD,53.35,54.55,53.11
