Index,Red,Green,Blue
0,767,768,2426,
1,0,0,339,
2,0,6,317,
3,0,3,499,
4,0,18,626,
5,0,17,927,
6,0,22,935,
7,0,40,1161,
8,0,46,1054,
9,0,64,1205,
10,0,55,1587,
11,0,99,1650,
12,0,90,1539,
13,0,149,1832,
14,0,204,2208,
15,0,199,2690,
16,0,192,3750,
17,0,231,5199,
18,0,247,6846,
19,0,314,10349,
20,2,320,12792,
21,0,286,24122,
22,0,395,21427,
23,0,346,27477,
24,0,425,32900,
25,0,435,27343,
26,2,521,29987,
27,1,702,15727,
28,3,812,15423,
29,13,998,14109,
30,18,1130,11433,
31,11,1479,7782,
32,54,1327,7435,
33,101,1545,6796,
34,124,1398,6387,
35,42,1598,6133,
36,103,1428,4779,
37,111,1712,4264,
38,97,1950,3561,
39,246,2272,4059,
40,221,2550,3984,
41,136,2874,2918,
42,117,3020,2668,
43,167,3822,2829,
44,194,4684,2629,
45,129,5396,2178,
46,134,7177,1960,
47,134,11470,1968,
48,181,16860,1924,
49,261,25590,1862,
50,187,35543,1776,
51,221,42683,1564,
52,286,34286,1592,
53,400,23831,1591,
54,285,17988,1527,
55,512,15055,1324,
56,280,11399,1171,
57,605,8366,1218,
58,797,8073,1088,
59,424,7573,934,
60,431,5558,816,
61,722,4629,742,
62,276,4475,740,
63,799,4453,642,
64,764,3327,526,
65,324,3401,534,
66,579,3144,533,
67,556,3041,564,
68,584,2660,461,
69,525,2509,445,
70,587,2382,476,
71,309,2223,335,
72,618,1995,348,
73,695,1830,243,
74,367,1856,229,
75,524,1697,229,
76,502,1396,209,
77,464,1376,227,
78,757,1413,325,
79,584,1266,209,
80,425,1163,343,
81,777,1042,234,
82,416,1042,220,
83,952,885,199,
84,854,820,172,
85,446,706,153,
86,782,741,402,
87,605,676,158,
88,988,732,259,
89,819,650,326,
90,623,555,812,
91,596,448,97,
92,860,447,303,
93,921,502,99,
94,663,1202,112,
95,815,700,88,
96,539,471,92,
97,1347,290,78,
98,1042,235,72,
99,3434,3060,3393,
100,1498,1264,706,
101,661,259,180,
102,854,165,68,
103,1153,150,83,
104,720,143,69,
105,937,130,52,
106,848,103,58,
107,963,126,90,
108,1523,118,59,
109,846,99,71,
110,1213,93,62,
111,1552,107,71,
112,1007,95,81,
113,1596,92,57,
114,1236,72,69,
115,1012,76,55,
116,1513,69,59,
117,1135,64,76,
118,1906,66,72,
119,1422,61,76,
120,1331,67,90,
121,1934,61,61,
122,1560,53,81,
123,1789,63,80,
124,1564,48,84,
125,1509,65,65,
126,1684,59,61,
127,2030,59,87,
128,2195,50,70,
129,1858,51,87,
130,1840,49,74,
131,1905,58,69,
132,2215,47,63,
133,2929,52,89,
134,2221,56,86,
135,2488,46,80,
136,2422,45,51,
137,3342,60,98,
138,4123,52,51,
139,3189,49,77,
140,4022,60,68,
141,3557,57,78,
142,5467,62,69,
143,7664,48,98,
144,5122,51,75,
145,8397,38,69,
146,7008,52,70,
147,10104,46,63,
148,15603,43,72,
149,9310,50,82,
150,14443,47,56,
151,11935,60,55,
152,15466,46,58,
153,22396,59,77,
154,11856,54,63,
155,15578,62,56,
156,14991,61,52,
157,12174,44,52,
158,17891,51,51,
159,10453,74,83,
160,8401,70,49,
161,8488,51,52,
162,6191,50,69,
163,6173,57,55,
164,3967,56,48,
165,2811,72,38,
166,2936,60,51,
167,2740,61,40,
168,1948,64,48,
169,1628,52,49,
170,1389,48,37,
171,1536,50,48,
172,1473,56,41,
173,1011,58,51,
174,932,48,30,
175,900,51,39,
176,943,62,40,
177,798,63,40,
178,657,65,37,
179,561,52,31,
180,533,65,46,
181,653,69,36,
182,460,57,26,
183,414,56,37,
184,358,52,56,
185,362,63,31,
186,471,63,31,
187,325,55,36,
188,295,45,38,
189,267,43,35,
190,261,56,26,
191,250,72,46,
192,251,61,46,
193,195,66,42,
194,207,59,30,
195,169,62,46,
196,236,64,41,
197,162,53,40,
198,164,50,33,
199,160,68,35,
200,154,51,43,
201,141,41,43,
202,164,43,35,
203,129,50,34,
204,123,38,31,
205,111,45,19,
206,108,62,21,
207,105,52,15,
208,107,36,11,
209,105,41,9,
210,102,58,11,
211,122,49,4,
212,82,27,12,
213,95,56,10,
214,75,46,8,
215,63,33,9,
216,89,40,5,
217,64,45,3,
218,78,43,7,
219,55,41,4,
220,76,36,3,
221,77,34,8,
222,68,26,3,
223,62,30,1,
224,58,44,5,
225,85,39,3,
226,68,33,1,
227,27,44,3,
228,48,37,3,
229,61,36,2,
230,62,29,1,
231,47,28,1,
232,38,33,0,
233,49,24,2,
234,60,27,1,
235,58,34,1,
236,55,28,0,
237,49,33,0,
238,32,35,2,
239,42,27,0,
240,76,32,1,
241,43,34,0,
242,54,26,0,
243,47,49,0,
244,63,33,0,
245,56,46,0,
246,57,40,0,
247,57,45,0,
248,46,40,0,
249,49,45,0,
250,33,48,0,
251,27,40,0,
252,18,28,0,
253,27,29,0,
254,25,23,1,
255,271,191,0,
Means,143.86,57.36,32.21
STD,27.81,21.66,21.00
