Index,Red,Green,Blue
0,771,812,3241,
1,1,24,304,
2,1,25,350,
3,21,40,341,
4,9,73,438,
5,27,95,560,
6,6,128,666,
7,28,201,799,
8,20,199,619,
9,25,333,889,
10,26,383,1010,
11,59,485,1244,
12,67,362,1320,
13,133,711,1453,
14,312,677,2111,
15,413,1401,2321,
16,819,1215,2647,
17,440,1829,2770,
18,1360,1496,3072,
19,1721,1947,3460,
20,1579,1367,4271,
21,448,1883,3863,
22,1465,1639,4033,
23,1423,2471,3974,
24,1930,2249,4906,
25,689,2400,4293,
26,2185,2404,4375,
27,1927,2737,4513,
28,2657,2939,4123,
29,1114,2506,4553,
30,2445,2277,4620,
31,1899,2527,4727,
32,1089,2704,4247,
33,2201,2523,4528,
34,1856,2972,4733,
35,1440,2726,4986,
36,1302,2690,4587,
37,1798,2649,4498,
38,2397,3116,4826,
39,1535,2925,4584,
40,1728,2937,4692,
41,1686,2970,4853,
42,1665,3157,4432,
43,2614,2876,4149,
44,2120,3566,4316,
45,1708,2881,4288,
46,2097,3390,3765,
47,2481,3108,3398,
48,3255,3270,3479,
49,1959,3337,3294,
50,2526,3521,3606,
51,2611,3242,2928,
52,1928,3149,3043,
53,3610,3320,2987,
54,2840,3408,3167,
55,3113,3177,2680,
56,2258,3041,2813,
57,3660,2853,2793,
58,3185,3003,2723,
59,3385,2803,2974,
60,2181,2642,3031,
61,2886,2577,2913,
62,3772,2627,2804,
63,3121,2414,3187,
64,2097,2635,2980,
65,2485,2275,2956,
66,2747,2573,3134,
67,3088,2405,2807,
68,2150,2263,3041,
69,2083,2409,3091,
70,2502,2445,2737,
71,2049,2193,3116,
72,3010,2242,3037,
73,2196,2208,3013,
74,2400,2240,2665,
75,2231,2135,3075,
76,2975,2081,3059,
77,2477,2034,2702,
78,2288,1945,2940,
79,2319,2083,2750,
80,2102,2078,2927,
81,3046,2000,2989,
82,2078,2000,2656,
83,2339,2015,2919,
84,2122,2083,2900,
85,1986,2142,2760,
86,3031,2197,2535,
87,2517,2243,2505,
88,2336,2361,2574,
89,1994,2207,2626,
90,2826,2329,2682,
91,3608,2400,2611,
92,2800,2394,2398,
93,2205,2746,2466,
94,2850,2562,2473,
95,3252,2540,2615,
96,3657,2451,2802,
97,2412,2670,2317,
98,2818,2909,2237,
99,6693,6764,6221,
100,4228,2594,2166,
101,2649,2707,2258,
102,2572,2439,2075,
103,3149,2963,2343,
104,2544,2732,2189,
105,3822,2669,2250,
106,2432,2411,1987,
107,2803,2537,1921,
108,2580,2344,2066,
109,2299,2400,1987,
110,3414,2266,1848,
111,2416,2296,1595,
112,2660,2136,1740,
113,2174,2536,1818,
114,2128,2219,1863,
115,3225,2181,1621,
116,2432,2169,1644,
117,2177,2321,1686,
118,1984,2130,1761,
119,2859,2319,1625,
120,2466,1999,1467,
121,2184,2021,1427,
122,1871,1977,1598,
123,2025,1955,1539,
124,2842,2057,1533,
125,2255,2185,1360,
126,1962,1884,1437,
127,2017,1978,1572,
128,2141,1882,1493,
129,2606,2002,1203,
130,1915,1907,1241,
131,1935,1786,1224,
132,1947,1916,1288,
133,2028,2026,1400,
134,2424,1857,1170,
135,1782,1776,1218,
136,1854,1734,1200,
137,1925,1892,1205,
138,2419,1823,1015,
139,1683,1660,1001,
140,1623,1939,938,
141,1917,1730,1028,
142,1678,1590,1058,
143,2377,1613,942,
144,1465,1704,840,
145,1742,1784,881,
146,1745,1698,935,
147,1362,1622,755,
148,2109,1623,705,
149,1483,1717,669,
150,1682,1646,642,
151,1307,1568,725,
152,1355,1713,601,
153,1805,1649,549,
154,1384,1590,509,
155,1408,1531,570,
156,1242,1545,530,
157,1511,1582,496,
158,1312,1511,428,
159,1236,1455,419,
160,1143,1464,460,
161,1128,1676,484,
162,1263,1360,409,
163,1156,1476,401,
164,1053,1387,318,
165,1120,1436,306,
166,1050,1263,428,
167,1160,1276,278,
168,999,1250,293,
169,942,1278,302,
170,1086,1277,315,
171,910,1218,283,
172,1126,1228,250,
173,853,1239,252,
174,987,1223,238,
175,928,1110,230,
176,937,1233,253,
177,737,1194,244,
178,851,1139,215,
179,1066,1077,196,
180,765,1058,173,
181,858,1046,193,
182,879,1025,165,
183,817,1052,116,
184,1049,967,148,
185,693,1018,157,
186,970,990,149,
187,750,1020,111,
188,794,1092,128,
189,995,1002,109,
190,806,959,103,
191,825,1046,97,
192,744,1093,86,
193,828,858,78,
194,982,847,73,
195,712,812,74,
196,767,788,67,
197,764,716,65,
198,773,639,41,
199,841,528,55,
200,746,487,49,
201,633,490,33,
202,647,379,36,
203,863,304,44,
204,777,315,51,
205,606,323,45,
206,664,251,35,
207,786,272,39,
208,983,221,36,
209,605,192,29,
210,734,217,39,
211,802,190,23,
212,696,161,40,
213,1026,165,32,
214,721,169,25,
215,720,140,27,
216,664,125,25,
217,811,111,32,
218,991,98,17,
219,720,83,23,
220,694,106,18,
221,743,95,11,
222,927,87,28,
223,1124,77,13,
224,627,78,16,
225,946,83,13,
226,897,63,18,
227,1098,60,16,
228,665,55,12,
229,791,52,18,
230,712,54,17,
231,603,56,8,
232,811,58,9,
233,451,40,17,
234,392,45,18,
235,330,39,8,
236,292,40,9,
237,308,31,13,
238,173,32,5,
239,157,26,8,
240,154,24,14,
241,112,23,6,
242,114,26,3,
243,80,31,2,
244,89,26,2,
245,83,23,5,
246,81,21,5,
247,62,21,9,
248,37,31,3,
249,55,17,5,
250,53,18,2,
251,43,28,6,
252,43,20,4,
253,45,19,7,
254,42,22,8,
255,713,474,97,
Means,106.76,95.29,69.63
STD,54.36,50.92,41.05
