Index,Red,Green,Blue
0,3,48,1847,
1,0,15,477,
2,3,24,519,
3,7,35,632,
4,17,34,818,
5,16,53,1034,
6,28,53,1473,
7,57,65,1862,
8,66,85,2214,
9,234,173,2983,
10,403,319,3623,
11,505,484,4566,
12,863,780,4768,
13,1356,1045,5301,
14,2581,1206,5054,
15,2122,1691,5139,
16,2457,1419,4823,
17,2474,1452,4629,
18,2968,1678,4411,
19,3256,1912,4374,
20,2560,1590,4356,
21,2449,1991,4139,
22,2268,1858,4194,
23,3269,1734,3902,
24,2307,1811,4060,
25,2157,2079,4080,
26,1931,1989,4154,
27,1994,1998,4462,
28,2829,2054,4111,
29,2042,2128,4035,
30,1901,2123,4365,
31,1857,2247,4335,
32,2065,2327,4447,
33,2917,2280,4315,
34,1837,2397,4304,
35,1884,2521,4408,
36,2193,2454,4436,
37,2032,2729,4684,
38,2948,2785,4908,
39,2200,3057,5301,
40,2362,2961,6004,
41,2082,3214,5738,
42,2629,3534,6564,
43,3287,3524,7182,
44,2831,4227,7575,
45,2329,4573,6611,
46,3392,4553,6591,
47,3629,5154,7314,
48,4520,6613,6587,
49,3604,6620,7500,
50,5148,5795,6269,
51,3171,6363,6491,
52,6276,7586,5891,
53,5136,7120,6241,
54,5407,5928,5455,
55,3230,6473,5109,
56,4894,7494,5032,
57,6605,7095,5687,
58,5291,6714,5280,
59,3464,6504,5122,
60,5282,6778,5219,
61,4890,6525,5437,
62,6086,5736,4828,
63,4102,5799,4690,
64,4903,5652,4744,
65,3629,5413,4192,
66,4154,5475,4624,
67,5097,5355,4459,
68,4182,5127,4343,
69,3231,5261,4519,
70,3500,5139,4347,
71,4101,5281,4075,
72,4671,5098,3966,
73,3472,4954,4095,
74,3744,4775,3694,
75,3709,4487,3382,
76,4871,4152,3258,
77,3547,4156,2726,
78,4076,3829,2535,
79,3139,3832,2262,
80,3151,3760,1791,
81,4075,3510,1628,
82,3444,3863,1514,
83,2886,3376,1449,
84,3114,3715,1196,
85,2866,3227,1089,
86,3924,3208,1056,
87,3109,3183,1007,
88,3402,2919,955,
89,2773,2727,873,
90,3068,2543,841,
91,3878,2517,839,
92,3772,2422,847,
93,2683,2226,840,
94,2918,2103,748,
95,3081,1893,746,
96,3136,1974,711,
97,2724,1977,747,
98,2401,1797,685,
99,2349,1759,663,
100,2373,1770,608,
101,2457,1676,633,
102,2454,1641,658,
103,2037,1653,575,
104,1886,1620,565,
105,2208,1528,502,
106,2242,1575,562,
107,2144,1485,545,
108,1750,1427,501,
109,1768,1314,485,
110,2011,1359,489,
111,1946,1357,462,
112,1837,1322,479,
113,1642,1253,446,
114,1571,1271,413,
115,1835,1186,440,
116,1782,1169,436,
117,1700,1193,368,
118,1479,1137,379,
119,1448,1117,368,
120,1665,1067,364,
121,1609,999,374,
122,1484,1019,358,
123,1212,976,319,
124,1285,1025,267,
125,1444,913,334,
126,1307,891,283,
127,1229,915,275,
128,1165,858,264,
129,1183,856,221,
130,1226,784,236,
131,1085,817,264,
132,1039,807,192,
133,956,800,207,
134,1077,679,175,
135,1097,767,184,
136,979,649,177,
137,869,652,158,
138,797,623,138,
139,868,657,157,
140,867,567,137,
141,714,546,122,
142,701,583,123,
143,697,518,95,
144,692,493,101,
145,812,494,88,
146,673,504,88,
147,583,465,96,
148,616,439,86,
149,565,477,80,
150,677,444,76,
151,579,401,73,
152,488,439,68,
153,541,402,60,
154,555,384,70,
155,553,401,53,
156,512,353,51,
157,469,322,55,
158,454,350,54,
159,536,327,48,
160,509,336,44,
161,470,316,44,
162,404,329,41,
163,421,316,39,
164,510,265,42,
165,465,306,36,
166,439,295,35,
167,402,243,35,
168,416,269,31,
169,425,286,39,
170,382,250,32,
171,378,252,25,
172,380,260,22,
173,420,234,21,
174,430,228,28,
175,367,212,30,
176,338,222,23,
177,359,215,13,
178,357,194,14,
179,429,212,30,
180,354,188,26,
181,331,171,28,
182,283,199,22,
183,339,159,16,
184,372,176,18,
185,309,188,21,
186,273,199,19,
187,309,177,26,
188,291,147,16,
189,308,156,23,
190,305,164,21,
191,255,150,12,
192,277,142,15,
193,298,117,21,
194,327,120,22,
195,263,140,15,
196,257,105,14,
197,274,129,17,
198,297,110,15,
199,276,117,25,
200,291,106,15,
201,232,103,14,
202,272,87,19,
203,297,98,20,
204,274,93,12,
205,236,82,20,
206,208,71,16,
207,261,66,21,
208,226,54,14,
209,261,76,20,
210,201,65,15,
211,186,45,11,
212,231,59,21,
213,199,69,19,
214,214,60,23,
215,187,54,13,
216,184,63,14,
217,199,60,26,
218,194,53,24,
219,185,46,15,
220,147,55,9,
221,170,57,7,
222,173,57,17,
223,137,51,19,
224,155,33,12,
225,129,41,11,
226,142,36,10,
227,168,39,16,
228,122,47,21,
229,142,39,14,
230,127,45,18,
231,127,32,16,
232,152,38,16,
233,127,32,14,
234,132,36,8,
235,120,34,17,
236,147,37,16,
237,131,40,16,
238,131,23,21,
239,118,39,7,
240,101,38,14,
241,114,38,16,
242,106,36,21,
243,114,33,13,
244,100,37,14,
245,105,26,18,
246,108,35,17,
247,100,28,27,
248,114,32,15,
249,83,29,15,
250,111,28,12,
251,103,28,26,
252,98,35,23,
253,104,38,16,
254,84,33,18,
255,4124,2200,1407,
Means,81.57,72.86,50.53
STD,47.35,37.85,30.78
