Index,Red,Green,Blue
0,767,767,779,
1,0,0,8,
2,0,0,11,
3,0,0,8,
4,0,0,6,
5,0,0,5,
6,0,0,18,
7,0,0,13,
8,0,1,21,
9,0,0,8,
10,0,1,24,
11,0,0,23,
12,0,0,25,
13,0,0,22,
14,0,0,16,
15,0,2,24,
16,0,1,35,
17,0,2,38,
18,0,4,46,
19,1,1,41,
20,0,5,67,
21,1,3,75,
22,0,5,159,
23,0,7,137,
24,1,11,228,
25,0,10,389,
26,1,17,320,
27,0,17,664,
28,0,13,494,
29,1,27,475,
30,1,35,444,
31,6,39,689,
32,10,43,691,
33,8,51,835,
34,6,74,676,
35,10,125,897,
36,21,227,811,
37,20,384,1089,
38,24,610,1027,
39,19,491,1116,
40,24,440,1089,
41,16,375,1363,
42,20,334,1239,
43,57,301,1580,
44,35,312,1544,
45,51,321,1833,
46,54,323,1490,
47,82,322,1829,
48,145,418,1541,
49,183,419,1792,
50,170,439,1534,
51,259,579,1814,
52,279,676,1614,
53,372,714,1652,
54,318,718,1755,
55,417,787,1775,
56,424,816,1561,
57,717,963,1267,
58,617,999,1388,
59,619,1029,1263,
60,518,1012,969,
61,791,1212,962,
62,1086,1194,925,
63,764,1461,725,
64,688,1351,776,
65,1061,1465,674,
66,890,1551,663,
67,1398,1666,501,
68,820,1493,551,
69,1224,1569,496,
70,1038,1498,476,
71,991,1667,451,
72,1433,1654,407,
73,1315,1391,387,
74,934,1442,354,
75,979,1401,331,
76,1472,1373,362,
77,1102,1382,373,
78,822,1321,303,
79,954,1424,336,
80,866,1348,266,
81,946,1089,313,
82,636,1170,276,
83,631,1035,465,
84,494,928,321,
85,550,772,446,
86,719,754,241,
87,595,766,379,
88,511,745,263,
89,517,684,301,
90,518,990,311,
91,697,762,322,
92,781,635,296,
93,1214,1257,809,
94,483,586,438,
95,844,760,483,
96,616,456,695,
97,1118,364,261,
98,405,292,247,
99,3879,3650,3544,
100,908,653,425,
101,434,503,441,
102,837,261,404,
103,703,229,266,
104,653,220,343,
105,585,231,369,
106,862,220,409,
107,921,196,487,
108,670,173,610,
109,739,144,516,
110,781,206,467,
111,732,164,534,
112,792,192,641,
113,575,190,743,
114,745,203,768,
115,671,250,665,
116,939,279,792,
117,777,240,975,
118,834,228,1024,
119,734,319,1129,
120,829,208,1630,
121,864,275,2188,
122,787,211,2557,
123,856,205,3166,
124,798,202,4049,
125,824,198,3587,
126,813,208,5184,
127,827,244,6688,
128,1071,258,5537,
129,928,241,6241,
130,1049,247,7488,
131,874,268,8982,
132,1074,263,6492,
133,1224,314,9155,
134,985,330,8422,
135,1068,275,7452,
136,1054,327,9881,
137,949,326,10271,
138,1399,362,7773,
139,1184,335,9473,
140,1188,342,8902,
141,1184,415,10162,
142,1550,365,6010,
143,1630,458,7127,
144,1580,501,5490,
145,1641,433,3962,
146,1640,594,4945,
147,2165,702,3120,
148,2676,770,3137,
149,2595,864,2578,
150,2337,963,3029,
151,3150,1246,2522,
152,3605,1584,2394,
153,4358,1542,2197,
154,3585,1974,2390,
155,4191,2416,2609,
156,4068,2574,2542,
157,5008,2825,2090,
158,5885,3352,2598,
159,4194,4333,2599,
160,4466,4105,2752,
161,5511,4813,2092,
162,5015,6513,2473,
163,7196,6092,2376,
164,6290,5965,2500,
165,6522,7423,2973,
166,6759,8084,2504,
167,7986,6676,2554,
168,10173,8088,2517,
169,8250,9404,2710,
170,6875,8472,2332,
171,7827,7603,2196,
172,8770,7589,1870,
173,8670,7846,2422,
174,6154,6335,2260,
175,6402,7149,2023,
176,8080,7555,1670,
177,10351,7072,1790,
178,6247,6619,1616,
179,7092,6821,1476,
180,8350,6200,1485,
181,6289,6196,1201,
182,7943,5723,1177,
183,4656,5842,1221,
184,4154,4669,1080,
185,3019,4088,915,
186,3690,3463,881,
187,2793,2705,882,
188,2467,2393,1002,
189,2434,2674,931,
190,2477,2236,1121,
191,3343,1881,1150,
192,2330,2078,1381,
193,2424,1847,1443,
194,2452,1652,1616,
195,2547,1823,1751,
196,3054,1958,2067,
197,2143,1601,2322,
198,1949,1784,2239,
199,1845,1874,2086,
200,2050,2211,1957,
201,2133,1972,1819,
202,1513,2404,1533,
203,1470,2534,1306,
204,1359,2219,1300,
205,1533,2413,1218,
206,1316,2461,1142,
207,1104,2418,1105,
208,1002,2510,1149,
209,1112,2469,991,
210,1360,2581,984,
211,992,2879,1047,
212,885,2422,1011,
213,885,2290,1020,
214,951,2356,1005,
215,849,2498,1015,
216,562,2227,833,
217,518,1784,921,
218,543,2024,908,
219,625,1528,902,
220,447,1542,846,
221,466,1543,897,
222,454,1318,953,
223,378,1316,1005,
224,586,1224,851,
225,440,1361,828,
226,373,1196,805,
227,287,1129,796,
228,367,1141,892,
229,506,1039,936,
230,323,1019,780,
231,268,921,678,
232,393,703,565,
233,370,909,518,
234,507,814,424,
235,311,775,334,
236,436,671,233,
237,405,629,176,
238,561,579,169,
239,428,590,136,
240,529,545,127,
241,319,486,91,
242,483,500,36,
243,642,515,38,
244,485,470,25,
245,333,464,28,
246,469,421,20,
247,400,394,9,
248,638,345,10,
249,352,438,11,
250,502,408,8,
251,369,364,5,
252,348,388,9,
253,594,319,7,
254,472,340,6,
255,4583,16810,38,
Means,162.57,168.00,138.86
STD,40.38,50.12,46.17
