Index,Red,Green,Blue
0,767,783,887,
1,0,4,15,
2,0,6,25,
3,0,4,28,
4,0,6,40,
5,0,5,27,
6,0,2,44,
7,0,7,46,
8,0,15,56,
9,0,15,60,
10,0,25,99,
11,0,25,93,
12,0,46,85,
13,0,35,187,
14,0,44,141,
15,0,37,182,
16,0,47,206,
17,1,45,269,
18,1,54,328,
19,1,53,354,
20,1,71,433,
21,2,68,512,
22,2,83,568,
23,11,96,770,
24,12,93,809,
25,6,124,965,
26,8,140,980,
27,23,164,1188,
28,14,185,1260,
29,21,212,1359,
30,23,238,1371,
31,36,313,1505,
32,67,289,1688,
33,96,312,1993,
34,94,377,1975,
35,167,353,2116,
36,169,424,2150,
37,176,552,2589,
38,315,582,2927,
39,298,569,3148,
40,240,724,3190,
41,301,848,3650,
42,379,728,3975,
43,520,815,4395,
44,400,782,4213,
45,438,809,4412,
46,483,930,4732,
47,500,932,4946,
48,824,992,4890,
49,613,1205,5089,
50,563,1439,5124,
51,601,1536,5374,
52,781,1983,5851,
53,842,2036,5555,
54,668,2264,5637,
55,800,2226,5657,
56,821,2523,6213,
57,1084,2475,6051,
58,1022,2788,6253,
59,941,2749,5989,
60,1041,2658,5787,
61,1135,2559,6091,
62,1696,2733,6002,
63,1325,2598,5647,
64,1324,2631,5504,
65,1432,2796,5664,
66,1543,2586,5820,
67,1955,2687,5499,
68,1691,2686,5246,
69,1626,2717,4932,
70,1597,2640,4807,
71,2165,2619,4442,
72,2197,2464,4252,
73,1916,2417,3990,
74,1995,2514,3759,
75,2098,2468,3661,
76,2756,2402,3341,
77,2712,2398,3087,
78,2523,2473,2960,
79,2588,2606,2671,
80,2720,2507,2476,
81,4041,2640,2416,
82,3574,2431,2267,
83,3430,2768,2122,
84,3491,2633,2132,
85,3462,2658,2002,
86,4974,2756,1885,
87,3831,2852,1763,
88,3537,2812,1749,
89,3762,2940,1690,
90,4156,2952,1622,
91,4481,2839,1513,
92,4038,2995,1412,
93,3809,3162,1431,
94,4003,3046,1353,
95,5082,3240,1319,
96,4906,3204,1346,
97,4590,3490,1241,
98,4369,3588,1289,
99,4437,3587,1269,
100,5862,3755,1176,
101,4876,3919,1168,
102,5096,4062,1195,
103,4825,4115,1182,
104,4714,4140,1141,
105,6104,4461,1260,
106,4954,4646,1171,
107,5077,4677,1167,
108,4704,4873,1130,
109,4837,4910,1210,
110,6098,5121,1311,
111,4564,5335,1242,
112,4998,5392,1170,
113,3897,5181,1407,
114,4054,5198,1576,
115,5069,5108,1461,
116,3749,4682,1377,
117,3211,4769,1439,
118,3303,4486,1690,
119,3239,4643,1717,
120,3909,4012,1475,
121,2572,3810,1192,
122,2889,3722,1536,
123,2497,3535,1410,
124,2989,3055,1217,
125,2835,2806,1081,
126,2568,2590,1108,
127,1930,2557,1083,
128,1989,2407,1169,
129,2156,2066,842,
130,2111,2150,954,
131,1533,2029,974,
132,1795,1978,918,
133,1631,1931,704,
134,2195,1806,611,
135,1859,1791,655,
136,2031,1784,692,
137,1601,1885,635,
138,2141,2238,683,
139,2155,2066,658,
140,2315,2002,789,
141,1454,2154,754,
142,2254,2466,863,
143,2368,2162,816,
144,2190,2035,841,
145,1780,2329,917,
146,2285,2558,1039,
147,1937,2572,985,
148,2999,2342,974,
149,2559,2706,1136,
150,3026,3525,1284,
151,2757,3563,1669,
152,2774,3190,1850,
153,4313,4205,1791,
154,3548,3937,1917,
155,2830,3470,2111,
156,3547,3454,2688,
157,2716,3443,2520,
158,3820,2505,3093,
159,2562,2618,2756,
160,2477,2513,3348,
161,2026,2242,4266,
162,1885,1918,4644,
163,2556,2059,3346,
164,2182,2183,3266,
165,1979,1926,3686,
166,1394,1547,3405,
167,2031,1513,2445,
168,2351,1465,2180,
169,1572,1375,2077,
170,1264,1034,1847,
171,1694,1028,1992,
172,1454,925,1777,
173,1504,1026,1572,
174,1061,818,1225,
175,1210,878,1540,
176,941,816,1246,
177,1078,693,1205,
178,927,691,824,
179,911,633,862,
180,739,533,822,
181,780,517,696,
182,936,505,762,
183,1013,409,491,
184,702,367,481,
185,865,350,504,
186,867,353,446,
187,957,304,364,
188,798,292,303,
189,718,260,310,
190,625,226,254,
191,570,222,191,
192,631,219,200,
193,527,173,137,
194,448,169,121,
195,447,158,94,
196,422,151,85,
197,495,147,67,
198,470,115,55,
199,375,104,52,
200,336,115,56,
201,353,111,42,
202,422,87,37,
203,304,112,35,
204,293,118,35,
205,306,83,29,
206,300,93,25,
207,398,97,19,
208,274,118,24,
209,254,137,24,
210,273,145,18,
211,233,153,15,
212,276,159,21,
213,179,191,26,
214,188,160,18,
215,164,237,18,
216,207,243,17,
217,202,254,22,
218,148,243,20,
219,142,283,15,
220,147,285,19,
221,144,354,21,
222,169,345,16,
223,128,326,9,
224,111,368,20,
225,135,364,14,
226,116,334,15,
227,122,337,17,
228,86,390,11,
229,101,291,16,
230,81,292,8,
231,90,318,12,
232,95,282,10,
233,71,300,9,
234,96,250,8,
235,69,268,13,
236,80,212,13,
237,66,215,15,
238,58,186,9,
239,69,187,14,
240,76,159,15,
241,64,172,8,
242,73,144,12,
243,61,154,10,
244,52,119,14,
245,79,128,13,
246,66,127,12,
247,66,84,11,
248,50,82,9,
249,73,64,18,
250,70,59,8,
251,50,54,11,
252,62,54,6,
253,72,49,12,
254,41,43,7,
255,13302,858,364,
Means,122.78,113.40,89.68
STD,44.52,40.94,46.60
