Index,Red,Green,Blue
0,767,767,1805,
1,0,0,252,
2,0,0,310,
3,0,0,418,
4,0,0,597,
5,0,0,798,
6,0,1,1023,
7,0,0,1162,
8,0,0,1347,
9,0,4,1668,
10,0,2,1828,
11,0,6,2213,
12,0,10,2544,
13,0,7,2459,
14,0,9,2979,
15,0,20,3091,
16,0,41,3237,
17,1,55,2804,
18,0,101,3180,
19,1,192,2977,
20,0,304,2724,
21,0,365,3043,
22,0,470,2586,
23,2,664,2666,
24,25,380,2327,
25,61,710,2504,
26,61,838,2044,
27,183,696,2405,
28,341,633,2007,
29,649,751,1773,
30,614,611,2094,
31,638,890,1892,
32,711,834,1807,
33,1012,701,1505,
34,721,702,1791,
35,576,832,1599,
36,781,967,1610,
37,815,858,1492,
38,1157,1079,1463,
39,849,1039,1501,
40,910,1050,1643,
41,846,1192,1415,
42,1041,1283,1372,
43,1589,1431,1478,
44,1159,1640,1561,
45,936,1586,1248,
46,1404,1440,1244,
47,1286,1902,1344,
48,1833,1855,1269,
49,951,1675,1375,
50,1326,1809,1191,
51,1390,2015,1316,
52,1375,1801,1239,
53,1933,1885,1566,
54,1613,1885,1150,
55,1695,1820,1257,
56,1403,1982,1306,
57,2411,2052,1150,
58,2148,1812,1334,
59,1944,1939,1241,
60,1614,1934,1324,
61,2261,1865,1247,
62,2756,1894,1519,
63,2383,1890,1224,
64,1986,1868,1507,
65,2099,1899,1388,
66,2809,2024,1302,
67,2802,1943,1680,
68,2369,1884,1742,
69,2135,1723,1487,
70,2252,1913,1648,
71,2630,1857,2123,
72,2676,1841,1932,
73,1987,1800,1577,
74,2049,1985,1871,
75,2108,1869,1953,
76,2807,2197,1673,
77,2206,1817,2168,
78,2030,2351,2154,
79,2138,2164,2028,
80,2294,2093,1847,
81,3103,2117,2042,
82,2143,2179,2200,
83,2398,2239,2471,
84,2528,2046,2078,
85,3105,2240,2440,
86,2636,1986,2615,
87,2641,2258,3244,
88,2554,2029,2308,
89,1918,2213,3101,
90,2687,1926,3506,
91,2692,2159,3086,
92,2192,2080,3340,
93,1875,2097,3640,
94,1913,2207,3238,
95,2083,2821,2984,
96,2894,2386,4114,
97,1663,2812,3910,
98,1551,2920,2775,
99,4939,6393,7299,
100,2124,2561,4075,
101,1700,3254,3266,
102,1444,3093,3477,
103,1576,2600,4268,
104,1302,3010,3371,
105,1685,2831,5011,
106,1513,2383,5626,
107,1223,2032,5057,
108,1026,2581,7598,
109,1360,2283,12288,
110,1570,2525,11391,
111,1334,2465,12100,
112,1099,2627,10746,
113,1321,2627,9220,
114,1316,2770,9532,
115,2056,3210,8155,
116,1403,3837,5477,
117,1638,2294,3696,
118,2041,3827,3563,
119,1813,4017,3302,
120,2769,3260,3190,
121,2269,3122,2552,
122,2549,4710,3637,
123,2457,5151,2813,
124,4631,3756,3601,
125,6662,6103,4420,
126,3478,6867,4602,
127,4576,5356,4091,
128,5973,7210,3732,
129,5664,9602,3898,
130,3823,6193,3297,
131,5251,11058,2397,
132,4400,7758,2199,
133,5650,8278,1624,
134,9559,8838,1758,
135,9000,6402,1094,
136,3937,3674,985,
137,9994,3759,602,
138,7284,4703,688,
139,8314,3946,567,
140,5192,2997,586,
141,5298,3064,417,
142,4433,3098,437,
143,4735,2680,460,
144,6031,2594,406,
145,3993,2271,499,
146,2378,2607,503,
147,3866,2846,394,
148,3976,2653,435,
149,3713,3418,432,
150,2565,2755,433,
151,3107,4206,317,
152,2383,3602,330,
153,4416,3465,255,
154,3151,3156,258,
155,3423,3525,253,
156,3963,1969,195,
157,2901,2183,210,
158,4273,1506,204,
159,2558,1723,181,
160,2327,1574,184,
161,1443,1306,176,
162,1832,1585,168,
163,2105,1463,132,
164,1399,1065,143,
165,1236,1347,139,
166,1620,819,183,
167,1661,876,167,
168,2130,684,172,
169,1239,638,167,
170,1664,585,152,
171,1043,599,124,
172,997,475,105,
173,1137,447,84,
174,754,428,96,
175,695,438,67,
176,631,362,69,
177,726,347,79,
178,545,360,75,
179,523,327,48,
180,485,339,44,
181,422,393,40,
182,589,387,47,
183,555,349,34,
184,513,292,33,
185,437,309,20,
186,560,240,24,
187,566,265,23,
188,422,204,17,
189,404,208,27,
190,379,191,16,
191,392,175,9,
192,433,169,18,
193,355,154,10,
194,339,113,10,
195,336,148,8,
196,343,108,10,
197,323,131,8,
198,324,140,6,
199,277,120,6,
200,247,121,4,
201,295,124,8,
202,284,108,10,
203,294,88,5,
204,243,124,6,
205,266,132,3,
206,287,120,3,
207,282,128,2,
208,266,128,5,
209,236,120,3,
210,237,117,2,
211,255,120,1,
212,281,101,1,
213,239,97,2,
214,198,88,0,
215,215,100,3,
216,241,94,1,
217,257,56,0,
218,183,45,1,
219,176,50,1,
220,153,42,1,
221,136,37,1,
222,190,39,1,
223,119,46,0,
224,121,48,1,
225,138,30,3,
226,96,32,1,
227,165,32,1,
228,97,28,0,
229,112,27,0,
230,91,21,1,
231,108,16,1,
232,119,14,1,
233,97,16,6,
234,92,7,1,
235,93,13,0,
236,87,7,3,
237,90,9,2,
238,75,10,0,
239,92,9,0,
240,71,7,2,
241,102,7,1,
242,87,8,3,
243,83,4,0,
244,73,3,0,
245,73,3,0,
246,78,4,1,
247,68,4,1,
248,74,3,0,
249,53,3,0,
250,74,1,0,
251,62,2,1,
252,49,6,1,
253,48,2,0,
254,24,1,0,
255,580,51,1,
Means,118.56,111.72,86.37
STD,41.08,37.61,39.25
