Index,Red,Green,Blue
0,768,768,965,
1,0,0,23,
2,0,0,20,
3,0,0,17,
4,0,0,24,
5,0,3,19,
6,0,3,21,
7,0,5,19,
8,0,2,18,
9,1,13,21,
10,0,11,24,
11,0,33,20,
12,1,51,38,
13,1,80,52,
14,6,83,63,
15,8,103,54,
16,15,86,65,
17,10,119,96,
18,40,132,85,
19,49,128,100,
20,46,148,116,
21,78,122,102,
22,60,119,127,
23,132,113,144,
24,284,125,151,
25,339,134,136,
26,797,142,140,
27,1491,166,162,
28,1975,149,173,
29,1162,231,173,
30,1741,190,149,
31,1543,149,150,
32,1332,162,174,
33,776,180,147,
34,689,179,141,
35,362,191,152,
36,331,146,140,
37,432,230,225,
38,332,257,184,
39,297,535,164,
40,294,597,195,
41,325,1079,167,
42,372,1200,170,
43,295,635,178,
44,400,906,210,
45,404,924,181,
46,320,653,262,
47,562,585,286,
48,411,703,424,
49,301,692,561,
50,377,563,665,
51,365,876,672,
52,720,1124,681,
53,759,1047,690,
54,968,1154,666,
55,721,1064,607,
56,1262,1162,874,
57,1182,873,1057,
58,1110,759,1297,
59,881,794,1405,
60,891,713,1739,
61,1443,692,1752,
62,1384,734,1617,
63,864,829,1342,
64,780,899,1065,
65,1051,985,885,
66,1200,1291,788,
67,909,1233,679,
68,694,1031,633,
69,960,1104,606,
70,860,1302,716,
71,1111,1194,697,
72,618,1005,670,
73,766,1334,776,
74,826,1128,1200,
75,708,1120,1281,
76,1086,1303,1744,
77,823,1037,2067,
78,937,936,2393,
79,693,928,1884,
80,914,878,2222,
81,1168,901,2349,
82,981,934,2070,
83,742,1006,2126,
84,859,1113,1601,
85,1182,1162,1751,
86,1360,1174,1853,
87,875,1127,1851,
88,987,1156,1941,
89,1146,1084,1311,
90,1505,1118,2137,
91,1113,1123,2029,
92,1116,1049,1831,
93,1371,1148,1522,
94,1222,1111,1530,
95,2468,1573,2258,
96,1626,1641,2029,
97,1958,1508,1659,
98,1540,1305,1450,
99,5449,5327,5351,
100,2496,1447,1944,
101,2039,1413,2043,
102,1785,1440,1828,
103,1666,1462,1850,
104,2748,1674,2139,
105,3050,1577,2234,
106,2245,1640,1905,
107,1911,1795,1949,
108,2627,1665,2301,
109,3268,1928,2276,
110,2312,2005,2805,
111,2300,1870,2399,
112,2733,1982,2336,
113,2349,2051,2409,
114,4041,2259,3158,
115,3773,2381,2869,
116,3489,2544,2573,
117,3244,2720,2672,
118,4231,2669,3333,
119,5917,2629,3533,
120,3953,2861,4146,
121,4117,2859,3766,
122,4005,3354,4290,
123,3969,3459,4587,
124,5938,3727,5502,
125,4300,3601,4718,
126,4581,3843,4797,
127,4013,4232,4588,
128,4414,4735,5722,
129,6530,3751,6909,
130,4709,4794,7057,
131,4204,4429,6272,
132,4655,4764,6539,
133,6194,5187,6983,
134,6081,5526,8304,
135,4175,4672,7416,
136,5206,4200,7273,
137,5614,4822,7011,
138,7553,5325,7364,
139,4898,4598,8032,
140,5966,4707,9200,
141,5651,5317,6586,
142,5740,5980,6794,
143,8659,5036,6457,
144,6007,5106,7799,
145,5014,5885,5006,
146,5954,6635,5420,
147,4739,4910,5106,
148,6924,6811,4278,
149,4612,6023,5887,
150,5288,6872,5857,
151,2978,6428,4344,
152,4605,6262,4207,
153,5651,5825,5222,
154,4077,5790,4967,
155,2499,4806,2890,
156,3356,4630,2828,
157,2802,4459,2729,
158,3027,4421,1541,
159,1764,3913,1978,
160,1431,4364,1327,
161,1361,5016,1348,
162,1424,3520,1032,
163,1313,4201,1090,
164,945,4003,950,
165,1101,3228,1108,
166,856,3189,1485,
167,1151,3070,1025,
168,1065,2683,1215,
169,1009,2155,1287,
170,675,1672,1426,
171,1054,1666,1576,
172,1199,1654,1639,
173,1025,1320,1500,
174,693,1058,1341,
175,1030,1103,1574,
176,837,1172,1719,
177,1178,1040,1524,
178,1011,869,1380,
179,1144,943,1453,
180,963,883,1535,
181,1114,907,1178,
182,1635,1045,1253,
183,1403,1083,1034,
184,1268,1102,861,
185,1326,1270,1049,
186,1810,1144,872,
187,1528,1264,686,
188,1495,1157,733,
189,1231,1423,539,
190,1399,1311,566,
191,2064,1230,478,
192,1365,1313,448,
193,1307,1407,344,
194,1249,1306,311,
195,1279,1301,309,
196,1667,1262,334,
197,998,1275,313,
198,1242,1114,230,
199,937,993,218,
200,869,1149,226,
201,1158,977,212,
202,921,1006,175,
203,821,854,162,
204,775,938,142,
205,783,694,127,
206,1010,735,125,
207,597,620,118,
208,717,651,89,
209,579,714,93,
210,550,529,109,
211,617,453,76,
212,598,507,59,
213,495,432,56,
214,422,447,45,
215,554,440,45,
216,460,421,59,
217,341,430,58,
218,314,332,46,
219,357,348,43,
220,402,335,34,
221,243,306,46,
222,207,296,28,
223,203,244,31,
224,152,256,24,
225,252,225,31,
226,144,184,20,
227,150,178,21,
228,113,188,12,
229,128,150,12,
230,141,143,18,
231,92,110,13,
232,75,120,7,
233,74,107,12,
234,69,111,6,
235,96,85,10,
236,54,78,15,
237,56,72,12,
238,40,75,6,
239,50,63,10,
240,55,60,7,
241,50,46,6,
242,28,44,10,
243,29,47,12,
244,65,51,3,
245,37,32,4,
246,34,38,5,
247,28,34,7,
248,26,36,4,
249,38,42,7,
250,29,24,5,
251,24,26,5,
252,19,23,5,
253,20,30,0,
254,30,14,3,
255,284,330,35,
Means,130.24,135.35,126.99
STD,40.63,39.57,33.28
