Index,Red,Green,Blue
0,768,769,870,
1,1,0,20,
2,0,1,31,
3,1,1,38,
4,0,2,47,
5,1,3,60,
6,1,4,69,
7,0,4,115,
8,0,8,128,
9,0,14,147,
10,1,11,178,
11,1,25,250,
12,1,31,301,
13,1,51,387,
14,4,102,414,
15,1,142,568,
16,3,251,507,
17,5,234,683,
18,6,344,733,
19,22,316,733,
20,25,442,824,
21,39,440,1091,
22,38,538,987,
23,153,481,1058,
24,247,573,1126,
25,225,564,1348,
26,219,675,1318,
27,435,627,1310,
28,405,765,1209,
29,577,738,1433,
30,310,899,1480,
31,530,858,1522,
32,439,884,1495,
33,701,1019,1527,
34,507,1127,1610,
35,687,996,1694,
36,579,1008,1561,
37,681,1202,1541,
38,1104,1230,1553,
39,975,1122,1590,
40,785,1132,1691,
41,995,1304,1641,
42,1188,1177,1644,
43,1491,1336,1683,
44,1056,1225,1890,
45,1267,1196,1885,
46,1361,1192,1684,
47,1499,1238,1957,
48,1943,1324,1949,
49,1506,1542,2173,
50,1529,1413,2175,
51,1618,1417,2147,
52,1971,1599,2295,
53,2111,1725,2310,
54,1682,1576,2485,
55,1806,1663,2800,
56,1801,1684,2753,
57,2283,1878,2641,
58,2186,1781,2440,
59,1802,1777,2566,
60,1892,1941,2280,
61,2171,1984,2211,
62,2322,2040,2126,
63,2062,2035,2113,
64,1879,2081,1913,
65,1776,2131,2008,
66,2241,2185,2026,
67,2327,2375,2078,
68,1799,2497,1976,
69,1705,2544,2200,
70,1838,2649,1951,
71,2244,2668,1941,
72,2077,2527,1836,
73,1876,2621,1785,
74,1957,2622,1852,
75,1548,2368,1811,
76,2318,2218,1771,
77,2332,1969,1824,
78,1930,1935,1818,
79,1418,1811,1688,
80,1858,1843,1743,
81,2120,1774,1606,
82,1818,1699,1561,
83,1310,1781,1688,
84,1573,1852,1630,
85,1496,1876,1500,
86,1932,1638,1470,
87,1279,1739,1522,
88,1466,2023,1470,
89,1325,1837,1526,
90,1442,1959,1417,
91,1729,1719,1424,
92,1984,1887,1504,
93,1813,1750,1476,
94,3522,1611,1481,
95,4944,1741,1412,
96,3962,1676,1592,
97,5928,1470,1579,
98,6076,1561,1688,
99,9075,1514,1335,
100,6282,1533,1572,
101,8900,1366,1634,
102,4747,1441,1786,
103,6975,1374,1499,
104,8671,1362,1434,
105,5930,1300,1504,
106,4130,1243,1357,
107,6216,1196,1417,
108,4381,1215,1249,
109,5831,1136,1294,
110,3949,1036,1174,
111,5170,1009,1189,
112,3872,1079,1140,
113,5334,972,1143,
114,4933,1005,1023,
115,4950,958,961,
116,3562,945,999,
117,4650,907,907,
118,5612,921,870,
119,4378,920,909,
120,3676,873,875,
121,4317,970,848,
122,3303,1265,871,
123,4545,2078,764,
124,4085,2400,805,
125,4317,4225,682,
126,2662,4775,721,
127,3816,5939,698,
128,4528,7755,713,
129,3790,9619,756,
130,3672,7142,757,
131,3614,9125,780,
132,3539,8656,852,
133,4821,7345,1082,
134,3721,6156,1251,
135,3514,7021,1345,
136,3420,6390,1531,
137,3557,5377,1882,
138,4114,6780,2422,
139,2686,5951,2947,
140,3008,6894,2888,
141,2676,7308,3189,
142,2439,6734,3688,
143,3082,6296,4191,
144,2564,6623,4156,
145,1980,6292,5096,
146,1890,5276,6138,
147,1884,5448,7249,
148,2109,5360,10589,
149,1580,5018,11490,
150,1308,4925,12498,
151,1250,5070,14718,
152,1197,4427,15402,
153,1380,4100,14914,
154,1173,3645,14316,
155,1058,3520,12245,
156,929,3121,12129,
157,930,2696,8535,
158,1138,2543,7021,
159,1012,2351,5145,
160,816,2020,3398,
161,775,1965,2408,
162,842,1773,1608,
163,1072,1592,1299,
164,823,1287,974,
165,715,1160,767,
166,711,1023,670,
167,645,883,482,
168,903,808,450,
169,671,764,361,
170,606,681,300,
171,632,642,276,
172,657,583,233,
173,822,594,207,
174,615,570,184,
175,523,545,201,
176,556,515,182,
177,642,484,165,
178,666,418,180,
179,540,382,178,
180,507,345,166,
181,452,362,157,
182,535,278,181,
183,594,296,168,
184,449,284,170,
185,450,275,174,
186,416,293,172,
187,479,252,180,
188,505,239,148,
189,389,209,145,
190,371,205,168,
191,364,188,187,
192,446,183,182,
193,410,157,172,
194,292,183,189,
195,287,163,186,
196,327,163,179,
197,362,146,180,
198,284,136,192,
199,263,125,184,
200,243,159,185,
201,242,139,220,
202,327,127,225,
203,222,111,210,
204,213,145,184,
205,197,105,204,
206,220,117,194,
207,237,139,261,
208,169,113,200,
209,169,126,181,
210,160,114,188,
211,181,120,212,
212,178,125,187,
213,122,127,176,
214,107,122,177,
215,117,116,181,
216,146,95,152,
217,127,106,205,
218,103,117,139,
219,106,111,144,
220,127,80,135,
221,142,104,144,
222,108,97,112,
223,101,109,128,
224,95,93,93,
225,135,99,103,
226,128,95,117,
227,85,100,79,
228,86,100,74,
229,81,101,69,
230,97,88,62,
231,109,104,68,
232,87,108,56,
233,90,105,64,
234,82,92,57,
235,110,103,47,
236,110,101,35,
237,80,94,41,
238,75,74,35,
239,87,102,40,
240,104,112,21,
241,73,87,33,
242,71,87,30,
243,93,88,22,
244,80,95,18,
245,98,102,14,
246,70,117,17,
247,83,122,20,
248,82,127,18,
249,80,131,13,
250,84,106,10,
251,79,125,15,
252,80,111,11,
253,72,148,14,
254,87,130,12,
255,7271,5736,124,
Means,112.61,119.01,115.54
STD,41.70,44.59,47.97
