Index,Red,Green,Blue
0,1,9,586,
1,0,16,133,
2,4,7,126,
3,0,25,133,
4,4,37,146,
5,10,31,158,
6,7,45,187,
7,8,88,240,
8,14,71,286,
9,22,61,328,
10,44,78,402,
11,67,94,522,
12,33,115,579,
13,74,131,731,
14,66,156,855,
15,76,285,878,
16,119,224,988,
17,92,257,1083,
18,229,299,1192,
19,282,275,1345,
20,167,294,1514,
21,156,256,1611,
22,203,339,1521,
23,200,249,1724,
24,312,212,1760,
25,263,222,2082,
26,220,265,2466,
27,219,232,2445,
28,324,303,2391,
29,233,300,2734,
30,227,311,3086,
31,202,362,3085,
32,228,354,2777,
33,384,425,3001,
34,320,433,3068,
35,296,433,3479,
36,308,430,3778,
37,362,404,3321,
38,514,419,3223,
39,303,497,3513,
40,380,531,3761,
41,380,593,3224,
42,394,636,3173,
43,633,633,2961,
44,453,738,3035,
45,527,809,3178,
46,506,966,2975,
47,581,934,2521,
48,818,1042,2618,
49,694,1165,2579,
50,762,1232,2491,
51,803,1351,2154,
52,1030,1460,1951,
53,1158,1546,1909,
54,983,1813,1822,
55,1045,1835,1908,
56,1064,2039,1715,
57,1529,2039,1533,
58,1406,1997,1413,
59,1264,2254,1517,
60,1415,2410,1329,
61,1411,2429,1154,
62,2046,2593,1063,
63,1819,2708,1048,
64,1648,2739,989,
65,1817,2883,1115,
66,2012,2888,954,
67,2804,3141,924,
68,2019,3247,936,
69,2148,3200,1039,
70,2166,3045,881,
71,2405,3134,956,
72,3266,3135,972,
73,2639,3030,937,
74,2738,3230,918,
75,2469,3071,1003,
76,3720,2941,942,
77,4240,3128,857,
78,2862,2960,953,
79,3016,2623,930,
80,3455,2840,878,
81,4093,2638,866,
82,3466,2449,767,
83,3758,2561,873,
84,3199,2529,904,
85,4163,2342,843,
86,3757,2813,771,
87,4327,3096,879,
88,2965,3101,953,
89,3454,2927,893,
90,4406,3522,847,
91,3936,3312,948,
92,3489,3020,992,
93,4001,3465,1042,
94,3287,3358,1145,
95,4057,3181,1337,
96,3736,3243,1364,
97,4137,3752,1494,
98,3033,2811,1785,
99,3383,3240,1932,
100,4153,3019,2036,
101,3975,2832,2380,
102,3126,3389,2397,
103,3687,3039,2713,
104,3222,2866,3098,
105,4429,2856,3148,
106,4132,3415,3998,
107,3935,3217,4440,
108,3467,3432,4303,
109,5189,3311,4427,
110,4970,3912,4451,
111,4190,3937,4869,
112,3662,4143,5047,
113,4585,3450,4762,
114,3289,4477,4753,
115,4777,4043,4934,
116,4148,4165,5075,
117,3421,4473,5545,
118,2712,4705,6013,
119,4521,4454,6542,
120,4420,5192,6053,
121,2817,4614,6237,
122,3266,5118,6601,
123,3916,5250,7281,
124,4272,5547,7063,
125,2894,4524,6006,
126,3569,4604,6021,
127,2755,3708,5446,
128,2520,3135,5755,
129,3910,3574,5224,
130,3218,3279,4349,
131,1914,2401,4503,
132,2459,2658,4372,
133,2219,2426,3825,
134,2570,2176,3555,
135,1946,2168,3405,
136,1926,2166,3794,
137,1500,2295,3314,
138,1666,2014,2899,
139,2288,2271,2708,
140,2008,2057,2344,
141,1223,2303,2292,
142,1811,2195,2231,
143,1570,2193,1729,
144,2049,2121,1455,
145,1561,2446,1451,
146,1803,2238,1239,
147,1129,2497,1130,
148,2035,2320,1078,
149,2118,2373,982,
150,1833,2186,986,
151,1462,2201,887,
152,2109,2040,1039,
153,2659,2119,1009,
154,1878,1897,1012,
155,1709,1903,1019,
156,2249,1397,1017,
157,1549,1412,1158,
158,2326,1151,1184,
159,1841,1054,1282,
160,1766,944,1169,
161,1304,862,1214,
162,1674,748,1357,
163,2068,796,1367,
164,1187,684,1172,
165,1126,710,1161,
166,1223,635,1216,
167,856,567,1292,
168,1223,599,1313,
169,780,511,1213,
170,727,498,1115,
171,599,512,1127,
172,623,503,1091,
173,979,498,997,
174,573,588,850,
175,575,503,852,
176,641,535,811,
177,523,532,873,
178,856,549,797,
179,517,446,749,
180,487,555,708,
181,452,601,758,
182,508,532,698,
183,620,488,625,
184,420,510,522,
185,453,540,524,
186,441,607,501,
187,463,603,480,
188,565,583,430,
189,464,699,365,
190,469,630,305,
191,419,645,305,
192,589,640,297,
193,485,755,272,
194,457,652,192,
195,415,832,159,
196,466,719,188,
197,660,824,145,
198,484,801,124,
199,426,945,89,
200,459,942,90,
201,473,966,95,
202,687,1077,59,
203,465,1075,60,
204,477,1192,34,
205,481,1282,28,
206,442,1068,18,
207,768,1246,25,
208,549,1155,21,
209,500,1053,14,
210,559,1116,10,
211,628,1097,15,
212,821,972,15,
213,557,1054,14,
214,642,1137,10,
215,642,922,8,
216,708,985,10,
217,913,896,7,
218,745,980,14,
219,695,819,10,
220,682,855,6,
221,940,737,6,
222,938,705,4,
223,719,706,7,
224,838,727,2,
225,838,682,4,
226,1232,665,4,
227,884,595,1,
228,922,556,1,
229,847,536,2,
230,948,423,0,
231,1334,415,0,
232,850,409,2,
233,767,390,0,
234,922,345,0,
235,817,306,1,
236,1264,287,0,
237,769,236,0,
238,837,212,0,
239,713,173,0,
240,955,148,0,
241,1100,153,0,
242,891,96,0,
243,660,93,0,
244,784,95,0,
245,1018,78,0,
246,850,42,0,
247,546,49,0,
248,671,36,0,
249,641,38,0,
250,828,24,0,
251,475,17,0,
252,575,21,0,
253,480,17,0,
254,376,17,0,
255,4209,167,2,
Means,123.50,116.50,99.17
STD,51.20,46.25,45.42
