Index,Red,Green,Blue
0,767,801,1846,
1,0,8,145,
2,0,7,191,
3,0,10,215,
4,0,12,266,
5,0,19,278,
6,0,14,308,
7,0,14,405,
8,0,20,471,
9,1,23,532,
10,5,21,639,
11,3,45,686,
12,1,36,873,
13,4,44,1229,
14,6,68,1213,
15,11,63,1240,
16,5,98,1528,
17,14,88,1839,
18,23,133,1792,
19,32,152,2069,
20,26,185,2148,
21,50,250,2125,
22,53,319,2553,
23,69,340,2779,
24,181,369,2730,
25,142,468,2825,
26,223,613,2965,
27,239,534,3420,
28,419,698,3232,
29,427,668,3237,
30,595,810,3378,
31,509,877,3306,
32,540,934,3607,
33,995,987,3780,
34,889,1013,3751,
35,814,1118,3932,
36,881,1175,3920,
37,1131,1196,4032,
38,1542,1261,4165,
39,1107,1297,4102,
40,1070,1425,3968,
41,1457,1601,3990,
42,1256,1408,4128,
43,2104,1477,4167,
44,1373,1634,4261,
45,1693,1768,4196,
46,1580,1821,4158,
47,1521,1811,4197,
48,2609,1829,4272,
49,1988,2128,4186,
50,1808,2049,4030,
51,1681,1968,3862,
52,2424,2039,3907,
53,2718,2242,3904,
54,2044,2353,3919,
55,2061,2122,3807,
56,2274,2337,3751,
57,3173,2236,3824,
58,2475,2240,3801,
59,2220,2586,3709,
60,2351,2438,3568,
61,2529,2590,3490,
62,3544,2549,3455,
63,2623,2717,3476,
64,2633,2803,3542,
65,2637,2962,3420,
66,2793,2812,3512,
67,4072,2946,3625,
68,2797,2970,3510,
69,2918,2889,3337,
70,2908,3007,3369,
71,3781,3265,3506,
72,3315,3193,3475,
73,3080,3144,3588,
74,3064,3389,3534,
75,2956,3209,3421,
76,4488,3242,3574,
77,3581,3407,3614,
78,3042,3659,3626,
79,3124,3630,3424,
80,3231,3570,3137,
81,4474,3365,3344,
82,3325,3487,3544,
83,3250,3597,3287,
84,3103,3622,2938,
85,3100,3491,3073,
86,4468,3616,3179,
87,3234,3669,2778,
88,3034,3537,2707,
89,2999,3760,2508,
90,2964,3604,2395,
91,4299,3729,2582,
92,3327,3848,2548,
93,3182,3919,2299,
94,2950,3631,2265,
95,3669,3920,2168,
96,4085,3973,2847,
97,3310,4104,2196,
98,2983,3807,1876,
99,6732,7657,5198,
100,3807,4445,1880,
101,3724,4042,1958,
102,3019,4177,1662,
103,3082,3847,1785,
104,3001,3849,1529,
105,3857,3957,1473,
106,3628,3979,1564,
107,3055,3915,1548,
108,3083,3730,1427,
109,3029,3536,1370,
110,4384,3592,1486,
111,3304,3620,1502,
112,3142,3414,1369,
113,2987,3340,1267,
114,2952,3340,1181,
115,4461,3293,1263,
116,3050,3008,1165,
117,2959,3261,1123,
118,2970,3013,1050,
119,2913,3023,1077,
120,4087,2835,1040,
121,2804,2622,1022,
122,2709,2704,919,
123,2570,2455,839,
124,2641,2329,938,
125,3415,2344,885,
126,2369,2366,932,
127,2400,2122,781,
128,2229,2049,841,
129,2703,1989,865,
130,2850,1892,817,
131,2124,1841,795,
132,2178,1747,754,
133,2087,1775,720,
134,2509,1669,718,
135,2309,1641,783,
136,1961,1556,675,
137,1863,1536,679,
138,1772,1420,688,
139,2377,1358,703,
140,2079,1366,655,
141,1615,1334,652,
142,2164,1251,579,
143,2062,1185,587,
144,2187,1233,648,
145,1476,1123,627,
146,1506,1109,587,
147,1494,1085,564,
148,1432,1033,608,
149,1469,1012,549,
150,1172,938,542,
151,1149,977,504,
152,1113,931,545,
153,1388,916,561,
154,1267,890,581,
155,974,894,529,
156,1019,900,515,
157,976,819,560,
158,1284,858,509,
159,978,849,480,
160,861,905,453,
161,914,900,459,
162,894,942,462,
163,1250,884,489,
164,839,967,476,
165,809,921,489,
166,779,943,492,
167,800,979,527,
168,1004,962,466,
169,784,914,499,
170,749,944,447,
171,730,1065,434,
172,924,937,483,
173,918,1060,565,
174,668,1259,601,
175,702,956,654,
176,689,1256,616,
177,804,1036,821,
178,787,775,892,
179,667,812,774,
180,621,658,896,
181,661,683,790,
182,809,689,1067,
183,691,648,1048,
184,571,551,986,
185,541,667,627,
186,693,606,671,
187,762,636,615,
188,610,500,520,
189,549,569,445,
190,590,548,458,
191,773,555,430,
192,594,500,549,
193,661,507,431,
194,605,495,536,
195,534,520,461,
196,742,475,485,
197,643,481,470,
198,565,512,485,
199,495,460,497,
200,615,449,506,
201,611,457,475,
202,574,463,424,
203,433,448,457,
204,539,463,451,
205,631,467,469,
206,610,461,441,
207,514,517,451,
208,471,417,441,
209,456,521,491,
210,622,482,493,
211,557,445,409,
212,547,457,468,
213,440,439,451,
214,363,459,437,
215,581,454,538,
216,542,498,505,
217,470,475,475,
218,456,428,447,
219,501,424,468,
220,533,435,486,
221,455,407,474,
222,404,448,408,
223,452,444,434,
224,395,370,449,
225,622,432,484,
226,458,432,426,
227,404,415,442,
228,419,383,375,
229,517,409,434,
230,525,367,415,
231,374,391,353,
232,385,378,339,
233,396,393,324,
234,506,374,319,
235,439,393,336,
236,368,344,320,
237,439,405,343,
238,365,366,343,
239,482,446,283,
240,416,400,291,
241,399,392,303,
242,354,384,271,
243,282,425,235,
244,453,361,205,
245,448,396,218,
246,295,356,248,
247,261,339,222,
248,408,335,205,
249,388,341,174,
250,295,344,167,
251,272,315,184,
252,304,375,132,
253,348,347,114,
254,256,333,106,
255,8928,11917,2312,
Means,113.24,111.52,83.29
STD,52.01,53.59,54.74
